Variable,3.000000 km,total,Beyond
B03002_008E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Some other race alone,967,688071,687104
B03002_006E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Asian alone,10807,14024878,14014071
B03002_016E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Asian alone,167,173029,172862
B03002_004E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Black or African American alone,14197,37126836,37112639
"B03002_021E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",1623,1121553,1119930
B03002_018E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Some other race alone,31084,16311732,16280648
B03002_010E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race,103,248817,248714
B03002_002E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:,246299,256283191,256036892
B03002_012E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:,92517,51444403,51351886
B03002_014E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Black or African American alone,600,1126759,1126159
B03003_002E : B03003.  Hispanic or Latino Origin : Not Hispanic or Latino,246299,256283191,256036892
B03002_009E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:,5375,5329267,5323892
B03002_015E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!American Indian and Alaska Native alone,1242,439048,437806
B03002_005E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!American Indian and Alaska Native alone,3976,2048832,2044856
B03002_017E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,51,32970,32919
B03002_020E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races including Some other race,1846,1188607,1186761
B03002_019E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:,3469,2310160,2306691
B03002_003E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!White alone,208924,196606503,196397579
"B03002_011E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",5272,5080450,5075178
B03002_001E : B03002.  Hispanic or Latino by Race : Total:,338816,307727594,307388778
B03002_013E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!White alone,55904,31050705,30994801
B03002_007E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,2053,458804,456751
B03003_003E : B03003.  Hispanic or Latino Origin : Hispanic or Latino,92517,51444403,51351886
B03003_001E : B03003.  Hispanic or Latino Origin : Total:,338816,307727594,307388778
