Variable,3.000000 km,total,Beyond
B15001_051E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!18 to 24 years:!!Graduate or professional degree,253,120202,119949
B15001_012E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!25 to 34 years:!!Less than 9th grade,2407,1054311,1051904
B15001_082E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!65 years and over:!!Bachelor's degree,2020,2124310,2122290
B15001_041E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!65 years and over:!!Bachelor's degree,1590,2285360,2283770
B15001_053E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!25 to 34 years:!!Less than 9th grade,1224,758465,757241
"B15001_014E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!25 to 34 years:!!High school graduate, GED, or alternative",8235,5817994,5809759
"B15001_006E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!18 to 24 years:!!High school graduate, GED, or alternative",7427,5256962,5249535
"B15001_063E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!35 to 44 years:!!High school graduate, GED, or alternative",4164,5330954,5326790
"B15001_080E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!65 years and over:!!Some college, no degree",3950,3828621,3824671
B15001_069E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!45 to 64 years:!!Less than 9th grade,2236,2033492,2031256
B15001_016E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!25 to 34 years:!!Associate's degree,2510,1482143,1479633
B15001_004E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!18 to 24 years:!!Less than 9th grade,727,494636,493909
B15001_020E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!35 to 44 years:!!Less than 9th grade,1691,1144184,1142493
B15001_076E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!65 years and over:,18692,22478338,22459646
"B15001_047E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!18 to 24 years:!!High school graduate, GED, or alternative",5826,4277476,4271650
"B15001_055E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!25 to 34 years:!!High school graduate, GED, or alternative",6281,4493277,4486996
B15001_034E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!45 to 64 years:!!Graduate or professional degree,3657,4710320,4706663
"B15001_022E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!35 to 44 years:!!High school graduate, GED, or alternative",5927,6205373,6199446
"B15001_056E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!25 to 34 years:!!Some college, no degree",5770,4633429,4627659
B15001_045E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!18 to 24 years:!!Less than 9th grade,930,293564,292634
B15001_057E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!25 to 34 years:!!Associate's degree,2439,1867437,1864998
B15001_010E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!18 to 24 years:!!Graduate or professional degree,90,73749,73659
B15001_002E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:,132649,112827411,112694762
"B15001_062E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!35 to 44 years:!!9th to 12th grade, no diploma",1783,1460667,1458884
B15001_043E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:,127438,119919812,119792374
"B15001_072E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!45 to 64 years:!!Some college, no degree",7726,8937430,8929704
B15001_018E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!25 to 34 years:!!Graduate or professional degree,2393,1505154,1502761
B15001_024E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!35 to 44 years:!!Associate's degree,1340,1600067,1598727
B15001_066E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!35 to 44 years:!!Bachelor's degree,3932,4536783,4532851
"B15001_030E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!45 to 64 years:!!High school graduate, GED, or alternative",8832,11212852,11204020
B15001_008E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!18 to 24 years:!!Associate's degree,1281,634187,632906
"B15001_029E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!45 to 64 years:!!9th to 12th grade, no diploma",2889,3094107,3091218
B15001_036E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!65 years and over:!!Less than 9th grade,1746,2068394,2066648
B15001_073E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!45 to 64 years:!!Associate's degree,2895,3712953,3710058
B15001_028E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!45 to 64 years:!!Less than 9th grade,2484,2149913,2147429
B15001_058E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!25 to 34 years:!!Bachelor's degree,6874,4884606,4877732
"B15001_071E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!45 to 64 years:!!High school graduate, GED, or alternative",8197,12020426,12012229
B15001_067E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!35 to 44 years:!!Graduate or professional degree,2163,2394341,2392178
B15001_065E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!35 to 44 years:!!Associate's degree,1861,2173599,2171738
"B15001_064E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!35 to 44 years:!!Some college, no degree",4101,4642369,4638268
B15001_049E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!18 to 24 years:!!Associate's degree,1125,785357,784232
"B15001_048E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!18 to 24 years:!!Some college, no degree",15075,6086573,6071498
"B15001_079E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!65 years and over:!!High school graduate, GED, or alternative",6501,8502025,8495524
B15001_042E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!65 years and over:!!Graduate or professional degree,2106,2059049,2056943
B15001_001E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Total:,260087,232747223,232487136
"B15001_013E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!25 to 34 years:!!9th to 12th grade, no diploma",3070,2050198,2047128
