Variable,3.000000 km,total,Beyond
B03002_008E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Some other race alone,10193,688071,677878
B03002_006E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Asian alone,258943,14024878,13765935
B03002_016E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Asian alone,3298,173029,169731
B03002_004E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Black or African American alone,636290,37126836,36490546
"B03002_021E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",14470,1121553,1107083
B03002_018E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Some other race alone,611165,16311732,15700567
B03002_010E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race,3205,248817,245612
B03002_002E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:,1990116,256283191,254293075
B03002_012E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:,1419446,51444403,50024957
B03002_014E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Black or African American alone,17515,1126759,1109244
B03003_002E : B03003.  Hispanic or Latino Origin : Not Hispanic or Latino,1990116,256283191,254293075
B03002_009E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:,50738,5329267,5278529
B03002_015E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!American Indian and Alaska Native alone,10880,439048,428168
B03002_005E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!American Indian and Alaska Native alone,12339,2048832,2036493
B03002_017E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,964,32970,32006
B03002_020E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races including Some other race,21991,1188607,1166616
B03002_019E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:,36461,2310160,2273699
B03002_003E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!White alone,1015404,196606503,195591099
"B03002_011E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",47533,5080450,5032917
B03002_001E : B03002.  Hispanic or Latino by Race : Total:,3409562,307727594,304318032
B03002_013E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!White alone,739163,31050705,30311542
B03002_007E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,6209,458804,452595
B03003_003E : B03003.  Hispanic or Latino Origin : Hispanic or Latino,1419446,51444403,50024957
B03003_001E : B03003.  Hispanic or Latino Origin : Total:,3409562,307727594,304318032
