Variable,3.000000 km,total,Beyond
P007008 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Some other race alone,3746,447921,444175
P007009 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Two or more races,62252,5015633,4953381
P007002 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:,1253637,246233426,244979789
P007003 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  White alone,641088,194552547,193911459
P007017 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Two or more races,72553,2417868,2345315
P007001 : P7. Hispanic or Latino by Race [17] : Total population,2620917,285230516,282609599
P007006 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Asian alone,300184,10070664,9770480
P007007 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone,12340,342801,330461
P007004 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Black or African American alone,221797,33712156,33490359
P007005 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  American Indian and Alaska Native alone,12230,2091704,2079474
P007015 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone,930,36407,35477
P007013 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  American Indian and Alaska Native alone,14691,366617,351926
P007014 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Asian alone,3420,109853,106433
P007010 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:,1367280,38997090,37629810
P007011 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  White alone,531288,19869287,19337999
P007012 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Black or African American alone,7298,949257,941959
P007016 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Some other race alone,737100,15247801,14510701
