Variable,3.000000 km,total,Beyond
B03002_008E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Some other race alone,3056,688071,685015
B03002_006E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Asian alone,62411,14024878,13962467
B03002_016E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Asian alone,627,173029,172402
B03002_004E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Black or African American alone,460802,37126836,36666034
"B03002_021E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",3345,1121553,1118208
B03002_018E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Some other race alone,110705,16311732,16201027
B03002_010E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race,1204,248817,247613
B03002_002E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:,1341163,256283191,254942028
B03002_012E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:,250282,51444403,51194121
B03002_014E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Black or African American alone,4019,1126759,1122740
B03003_002E : B03003.  Hispanic or Latino Origin : Not Hispanic or Latino,1341163,256283191,254942028
B03002_009E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:,26027,5329267,5303240
B03002_015E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!American Indian and Alaska Native alone,1331,439048,437717
B03002_005E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!American Indian and Alaska Native alone,5684,2048832,2043148
B03002_017E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,89,32970,32881
B03002_020E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races including Some other race,4050,1188607,1184557
B03002_019E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:,7395,2310160,2302765
B03002_003E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!White alone,782925,196606503,195823578
"B03002_011E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",24823,5080450,5055627
B03002_001E : B03002.  Hispanic or Latino by Race : Total:,1591445,307727594,306136149
B03002_013E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!White alone,126116,31050705,30924589
B03002_007E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,258,458804,458546
B03003_003E : B03003.  Hispanic or Latino Origin : Hispanic or Latino,250282,51444403,51194121
B03003_001E : B03003.  Hispanic or Latino Origin : Total:,1591445,307727594,306136149
