Variable,3.000000 km,total,Beyond
P007008 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Some other race alone,552,447921,447369
P007009 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Two or more races,10159,5015633,5005474
P007002 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:,213973,246233426,246019453
P007003 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  White alone,175590,194552547,194376957
P007017 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Two or more races,1887,2417868,2415981
P007001 : P7. Hispanic or Latino by Race [17] : Total population,235861,285230516,284994655
P007006 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Asian alone,13260,10070664,10057404
P007007 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone,1077,342801,341724
P007004 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Black or African American alone,10616,33712156,33701540
P007005 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  American Indian and Alaska Native alone,2719,2091704,2088985
P007015 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone,13,36407,36394
P007013 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  American Indian and Alaska Native alone,405,366617,366212
P007014 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Asian alone,252,109853,109601
P007010 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:,21888,38997090,38975202
P007011 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  White alone,8261,19869287,19861026
P007012 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Black or African American alone,241,949257,949016
P007016 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Some other race alone,10829,15247801,15236972
