Variable,3.000000 km,total,Beyond
B03002_008E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Some other race alone,255,688071,687816
B03002_006E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Asian alone,9158,14024878,14015720
B03002_016E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Asian alone,35,173029,172994
B03002_004E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Black or African American alone,53065,37126836,37073771
"B03002_021E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",1905,1121553,1119648
B03002_018E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Some other race alone,10791,16311732,16300941
B03002_010E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race,120,248817,248697
B03002_002E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:,300574,256283191,255982617
B03002_012E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:,34707,51444403,51409696
B03002_014E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Black or African American alone,464,1126759,1126295
B03003_002E : B03003.  Hispanic or Latino Origin : Not Hispanic or Latino,300574,256283191,255982617
B03002_009E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:,7171,5329267,5322096
B03002_015E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!American Indian and Alaska Native alone,336,439048,438712
B03002_005E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!American Indian and Alaska Native alone,1292,2048832,2047540
B03002_017E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,0,32970,32970
B03002_020E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races including Some other race,1084,1188607,1187523
B03002_019E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:,2989,2310160,2307171
B03002_003E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!White alone,229349,196606503,196377154
"B03002_011E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",7051,5080450,5073399
B03002_001E : B03002.  Hispanic or Latino by Race : Total:,335281,307727594,307392313
B03002_013E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!White alone,20092,31050705,31030613
B03002_007E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,284,458804,458520
B03003_003E : B03003.  Hispanic or Latino Origin : Hispanic or Latino,34707,51444403,51409696
B03003_001E : B03003.  Hispanic or Latino Origin : Total:,335281,307727594,307392313
