Variable,3.000000 km,total,Beyond
P037028 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  High school graduate (includes equivalency),1018877.403203568,28396462,27377584.59679643
"P037030 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  Some college, 1 or more years, no degree",469170.65340360586,13298631,12829460.346596394
P037031 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  Associate degree,220599.0347680452,6555562,6334962.965231955
P037018 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  Doctorate degree,45016.910711347584,1210118,1165101.0892886524
P037019 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:,3719305.5636927914,96363325,92644019.4363072
P037034 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  Professional school degree,54488.72271833836,1387679,1333190.2772816618
P037035 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  Doctorate degree,22249.179889181814,557066,534816.8201108181
"P037012 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  Some college, less than 1 year",198898.13359517165,5680596,5481697.866404829
"P037013 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  Some college, 1 or more years, no degree",448118.1704031772,12385843,11937724.829596823
"P037010 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  12th grade, no diploma",177575.3744615161,3418385,3240809.6255384837
P037011 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  High school graduate (includes equivalency),878626.4786851188,24282375,23403748.52131488
P037016 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  Master's degree,186169.6150709558,5273443,5087273.384929044
P037017 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  Professional school degree,74781.57382036808,2263973,2189191.426179632
P037014 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  Associate degree,182730.23465945764,5120995,4938264.765340542
P037015 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  Bachelor's degree,503141.7841364969,14148039,13644897.215863504
P037032 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  Bachelor's degree,501531.50386088516,14480196,13978664.496139115
P037033 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  Master's degree,197016.30267695704,5560344,5363327.697323043
"P037027 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  12th grade, no diploma",174930.8095974405,3457301,3282370.1904025595
P037026 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  11th grade,125491.16624446197,2754404,2628912.833755538
P037023 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  7th and 8th grade,150684.1876599813,3403002,3252317.812340019
P037022 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  5th and 6th grade,131553.18485147035,1809492,1677938.8151485296
P037021 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  Nursery to 4th grade,54292.840235013144,779880,725587.1597649868
P037020 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  No schooling completed,105855.2216209377,1399481,1293625.7783790622
P037009 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  11th grade,115093.02050136532,2496141,2381047.9794986346
P037008 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  10th grade,113798.68132117965,2657600,2543801.3186788205
P037025 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  10th grade,126869.51210924445,2894401,2767531.4878907558
P037024 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  9th grade,118496.18847822443,2362810,2244313.8115217756
P037005 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  5th and 6th grade,129543.75862918132,1811565,1682021.2413708186
P037004 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  Nursery to 4th grade,47775.2751094365,748307,700531.7248905635
P037007 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  9th grade,110600.57575155537,2254285,2143684.424248445
P037006 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  7th and 8th grade,127394.10675241689,3054881,2927486.893247583
P037001 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total: Population 25 years and over,7151916.902861607,184499965,177348048.0971384
P037003 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  No schooling completed,93347.64556005961,1330094,1236746.3544399403
P037002 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:,3432611.3391687954,88136640,84704028.6608312
"P037029 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  Some college, less than 1 year",247199.65237544602,7266614,7019414.347624554
