Variable,3.000000 km,total,Beyond
B03002_008E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Some other race alone,1977,688071,686094
B03002_006E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Asian alone,33284,14024878,13991594
B03002_016E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Asian alone,284,173029,172745
B03002_004E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Black or African American alone,186811,37126836,36940025
"B03002_021E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",2383,1121553,1119170
B03002_018E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Some other race alone,41251,16311732,16270481
B03002_010E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race,310,248817,248507
B03002_002E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:,675814,256283191,255607377
B03002_012E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:,93578,51444403,51350825
B03002_014E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Black or African American alone,5781,1126759,1120978
B03003_002E : B03003.  Hispanic or Latino Origin : Not Hispanic or Latino,675814,256283191,255607377
B03002_009E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:,13170,5329267,5316097
B03002_015E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!American Indian and Alaska Native alone,643,439048,438405
B03002_005E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!American Indian and Alaska Native alone,1331,2048832,2047501
B03002_017E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,249,32970,32721
B03002_020E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races including Some other race,2587,1188607,1186020
B03002_019E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:,4970,2310160,2305190
B03002_003E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!White alone,439106,196606503,196167397
"B03002_011E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",12860,5080450,5067590
B03002_001E : B03002.  Hispanic or Latino by Race : Total:,769392,307727594,306958202
B03002_013E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!White alone,40400,31050705,31010305
B03002_007E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,135,458804,458669
B03003_003E : B03003.  Hispanic or Latino Origin : Hispanic or Latino,93578,51444403,51350825
B03003_001E : B03003.  Hispanic or Latino Origin : Total:,769392,307727594,306958202
