Variable,3.000000 km,total,Beyond
P007008 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Some other race alone,3340,447921,444581
P007009 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Two or more races,44269,5015633,4971364
P007002 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:,1948972,246233426,244284454
P007003 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  White alone,1202400,194552547,193350147
P007017 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Two or more races,13838,2417868,2404030
P007001 : P7. Hispanic or Latino by Race [17] : Total population,2215046,285230516,283015470
P007006 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Asian alone,73079,10070664,9997585
P007007 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone,652,342801,342149
P007004 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Black or African American alone,613803,33712156,33098353
P007005 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  American Indian and Alaska Native alone,11429,2091704,2080275
P007015 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone,215,36407,36192
P007013 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  American Indian and Alaska Native alone,2572,366617,364045
P007014 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Asian alone,674,109853,109179
P007010 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:,266074,38997090,38731016
P007011 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  White alone,115419,19869287,19753868
P007012 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Black or African American alone,5205,949257,944052
P007016 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Some other race alone,128151,15247801,15119650
