Variable,3.000000 km,total,Beyond
B03002_008E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Some other race alone,61.0,688071,688010.0
B03002_006E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Asian alone,1616.0,14024878,14023262.0
B03002_016E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Asian alone,20.0,173029,173009.0
B03002_004E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Black or African American alone,13094.0,37126836,37113742.0
"B03002_021E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",26.0,1121553,1121527.0
B03002_018E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Some other race alone,1825.0,16311732,16309907.0
B03002_010E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race,81.0,248817,248736.0
B03002_002E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:,35581.0,256283191,256247610.0
B03002_012E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:,6867.0,51444403,51437536.0
B03002_014E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Black or African American alone,20.0,1126759,1126739.0
B03003_002E : B03003.  Hispanic or Latino Origin : Not Hispanic or Latino,35581.0,256283191,256247610.0
B03002_009E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:,609.0,5329267,5328658.0
B03002_015E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!American Indian and Alaska Native alone,0.0,439048,439048.0
B03002_005E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!American Indian and Alaska Native alone,98.0,2048832,2048734.0
B03002_017E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,0.0,32970,32970.0
B03002_020E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races including Some other race,16.0,1188607,1188591.0
B03002_019E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:,42.0,2310160,2310118.0
B03002_003E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!White alone,20103.0,196606503,196586400.0
"B03002_011E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",528.0,5080450,5079922.0
B03002_001E : B03002.  Hispanic or Latino by Race : Total:,42448.0,307727594,307685146.0
B03002_013E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!White alone,4960.0,31050705,31045745.0
B03002_007E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,0.0,458804,458804.0
B03003_003E : B03003.  Hispanic or Latino Origin : Hispanic or Latino,6867.0,51444403,51437536.0
B03003_001E : B03003.  Hispanic or Latino Origin : Total:,42448.0,307727594,307685146.0
