Variable,3.000000 km,total,Beyond
B03002_008E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Some other race alone,69.0,688071,688002.0
B03002_006E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Asian alone,311.0,14024878,14024567.0
B03002_016E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Asian alone,0.0,173029,173029.0
B03002_004E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Black or African American alone,1217.0,37126836,37125619.0
"B03002_021E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",0.0,1121553,1121553.0
B03002_018E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Some other race alone,359.0,16311732,16311373.0
B03002_010E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race,0.0,248817,248817.0
B03002_002E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:,10292.0,256283191,256272899.0
B03002_012E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:,803.0,51444403,51443600.0
B03002_014E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Black or African American alone,0.0,1126759,1126759.0
B03003_002E : B03003.  Hispanic or Latino Origin : Not Hispanic or Latino,10292.0,256283191,256272899.0
B03002_009E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:,183.0,5329267,5329084.0
B03002_015E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!American Indian and Alaska Native alone,0.0,439048,439048.0
B03002_005E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!American Indian and Alaska Native alone,520.0,2048832,2048312.0
B03002_017E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,0.0,32970,32970.0
B03002_020E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races including Some other race,0.0,1188607,1188607.0
B03002_019E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:,0.0,2310160,2310160.0
B03002_003E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!White alone,7992.0,196606503,196598511.0
"B03002_011E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",183.0,5080450,5080267.0
B03002_001E : B03002.  Hispanic or Latino by Race : Total:,11095.0,307727594,307716499.0
B03002_013E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!White alone,444.0,31050705,31050261.0
B03002_007E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,0.0,458804,458804.0
B03003_003E : B03003.  Hispanic or Latino Origin : Hispanic or Latino,803.0,51444403,51443600.0
B03003_001E : B03003.  Hispanic or Latino Origin : Total:,11095.0,307727594,307716499.0
