Variable,3.000000 km,total,Beyond
B03002_008E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Some other race alone,52.0,688071,688019.0
B03002_006E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Asian alone,2073.0,14024878,14022805.0
B03002_016E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Asian alone,45.0,173029,172984.0
B03002_004E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Black or African American alone,6738.0,37126836,37120098.0
"B03002_021E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",284.0,1121553,1121269.0
B03002_018E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Some other race alone,3210.0,16311732,16308522.0
B03002_010E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race,102.0,248817,248715.0
B03002_002E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:,18824.0,256283191,256264367.0
B03002_012E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:,19826.0,51444403,51424577.0
B03002_014E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Black or African American alone,151.0,1126759,1126608.0
B03003_002E : B03003.  Hispanic or Latino Origin : Not Hispanic or Latino,18824.0,256283191,256264367.0
B03002_009E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:,1140.0,5329267,5328127.0
B03002_015E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!American Indian and Alaska Native alone,0.0,439048,439048.0
B03002_005E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!American Indian and Alaska Native alone,154.0,2048832,2048678.0
B03002_017E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,0.0,32970,32970.0
B03002_020E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races including Some other race,222.0,1188607,1188385.0
B03002_019E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:,506.0,2310160,2309654.0
B03002_003E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!White alone,8325.0,196606503,196598178.0
"B03002_011E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",1038.0,5080450,5079412.0
B03002_001E : B03002.  Hispanic or Latino by Race : Total:,38650.0,307727594,307688944.0
B03002_013E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!White alone,15914.0,31050705,31034791.0
B03002_007E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,342.0,458804,458462.0
B03003_003E : B03003.  Hispanic or Latino Origin : Hispanic or Latino,19826.0,51444403,51424577.0
B03003_001E : B03003.  Hispanic or Latino Origin : Total:,38650.0,307727594,307688944.0
