Variable,3.000000 km,total,Beyond
B03002_008E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Some other race alone,1379.0,688071,686692.0
B03002_006E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Asian alone,24935.0,14024878,13999943.0
B03002_016E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Asian alone,173.0,173029,172856.0
B03002_004E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Black or African American alone,9316.0,37126836,37117520.0
"B03002_021E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",246.0,1121553,1121307.0
B03002_018E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Some other race alone,8120.0,16311732,16303612.0
B03002_010E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race,294.0,248817,248523.0
B03002_002E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:,173145.0,256283191,256110046.0
B03002_012E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:,19072.0,51444403,51425331.0
B03002_014E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Black or African American alone,509.0,1126759,1126250.0
B03003_002E : B03003.  Hispanic or Latino Origin : Not Hispanic or Latino,173145.0,256283191,256110046.0
B03002_009E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:,3567.0,5329267,5325700.0
B03002_015E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!American Indian and Alaska Native alone,8.0,439048,439040.0
B03002_005E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!American Indian and Alaska Native alone,186.0,2048832,2048646.0
B03002_017E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,5.0,32970,32965.0
B03002_020E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races including Some other race,878.0,1188607,1187729.0
B03002_019E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:,1124.0,2310160,2309036.0
B03002_003E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!White alone,133713.0,196606503,196472790.0
"B03002_011E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",3273.0,5080450,5077177.0
B03002_001E : B03002.  Hispanic or Latino by Race : Total:,192217.0,307727594,307535377.0
B03002_013E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!White alone,9133.0,31050705,31041572.0
B03002_007E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,49.0,458804,458755.0
B03003_003E : B03003.  Hispanic or Latino Origin : Hispanic or Latino,19072.0,51444403,51425331.0
B03003_001E : B03003.  Hispanic or Latino Origin : Total:,192217.0,307727594,307535377.0
