Variable,3.000000 km,total,Beyond
B03002_008E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Some other race alone,1183.0,688071,686888.0
B03002_006E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Asian alone,25221.0,14024878,13999657.0
B03002_016E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Asian alone,251.0,173029,172778.0
B03002_004E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Black or African American alone,143471.0,37126836,36983365.0
"B03002_021E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",1296.0,1121553,1120257.0
B03002_018E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Some other race alone,90129.0,16311732,16221603.0
B03002_010E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race,447.0,248817,248370.0
B03002_002E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:,412155.0,256283191,255871036.0
B03002_012E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:,190226.0,51444403,51254177.0
B03002_014E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Black or African American alone,2019.0,1126759,1124740.0
B03003_002E : B03003.  Hispanic or Latino Origin : Not Hispanic or Latino,412155.0,256283191,255871036.0
B03002_009E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:,5026.0,5329267,5324241.0
B03002_015E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!American Indian and Alaska Native alone,908.0,439048,438140.0
B03002_005E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!American Indian and Alaska Native alone,732.0,2048832,2048100.0
B03002_017E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,52.0,32970,32918.0
B03002_020E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races including Some other race,2363.0,1188607,1186244.0
B03002_019E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:,3659.0,2310160,2306501.0
B03002_003E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!White alone,236381.0,196606503,196370122.0
"B03002_011E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",4579.0,5080450,5075871.0
B03002_001E : B03002.  Hispanic or Latino by Race : Total:,602381.0,307727594,307125213.0
B03002_013E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!White alone,93208.0,31050705,30957497.0
B03002_007E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,141.0,458804,458663.0
B03003_003E : B03003.  Hispanic or Latino Origin : Hispanic or Latino,190226.0,51444403,51254177.0
B03003_001E : B03003.  Hispanic or Latino Origin : Total:,602381.0,307727594,307125213.0
