Variable,3.000000 km,total,Beyond
B03002_008E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Some other race alone,659.0,688071,687412.0
B03002_006E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Asian alone,6965.0,14024878,14017913.0
B03002_016E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Asian alone,143.0,173029,172886.0
B03002_004E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Black or African American alone,8310.0,37126836,37118526.0
"B03002_021E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",1054.0,1121553,1120499.0
B03002_018E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Some other race alone,22241.0,16311732,16289491.0
B03002_010E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race,77.0,248817,248740.0
B03002_002E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:,119172.0,256283191,256164019.0
B03002_012E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:,67908.0,51444403,51376495.0
B03002_014E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Black or African American alone,380.0,1126759,1126379.0
B03003_002E : B03003.  Hispanic or Latino Origin : Not Hispanic or Latino,119172.0,256283191,256164019.0
B03002_009E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:,3045.0,5329267,5326222.0
B03002_015E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!American Indian and Alaska Native alone,920.0,439048,438128.0
B03002_005E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!American Indian and Alaska Native alone,1086.0,2048832,2047746.0
B03002_017E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,23.0,32970,32947.0
B03002_020E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races including Some other race,1265.0,1188607,1187342.0
B03002_019E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:,2319.0,2310160,2307841.0
B03002_003E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!White alone,98853.0,196606503,196507650.0
"B03002_011E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",2968.0,5080450,5077482.0
B03002_001E : B03002.  Hispanic or Latino by Race : Total:,187080.0,307727594,307540514.0
B03002_013E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!White alone,41882.0,31050705,31008823.0
B03002_007E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,254.0,458804,458550.0
B03003_003E : B03003.  Hispanic or Latino Origin : Hispanic or Latino,67908.0,51444403,51376495.0
B03003_001E : B03003.  Hispanic or Latino Origin : Total:,187080.0,307727594,307540514.0
