Variable,3.000000 km,total,Beyond
B03002_008E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Some other race alone,391.0,688071,687680.0
B03002_006E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Asian alone,5705.0,14024878,14019173.0
B03002_016E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Asian alone,120.0,173029,172909.0
B03002_004E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Black or African American alone,36757.0,37126836,37090079.0
"B03002_021E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",805.0,1121553,1120748.0
B03002_018E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Some other race alone,7460.0,16311732,16304272.0
B03002_010E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race,40.0,248817,248777.0
B03002_002E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:,126878.0,256283191,256156313.0
B03002_012E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:,77821.0,51444403,51366582.0
B03002_014E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Black or African American alone,2647.0,1126759,1124112.0
B03003_002E : B03003.  Hispanic or Latino Origin : Not Hispanic or Latino,126878.0,256283191,256156313.0
B03002_009E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:,2094.0,5329267,5327173.0
B03002_015E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!American Indian and Alaska Native alone,275.0,439048,438773.0
B03002_005E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!American Indian and Alaska Native alone,338.0,2048832,2048494.0
B03002_017E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,91.0,32970,32879.0
B03002_020E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races including Some other race,1184.0,1188607,1187423.0
B03002_019E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:,1989.0,2310160,2308171.0
B03002_003E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!White alone,81317.0,196606503,196525186.0
"B03002_011E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",2054.0,5080450,5078396.0
B03002_001E : B03002.  Hispanic or Latino by Race : Total:,204699.0,307727594,307522895.0
B03002_013E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!White alone,65239.0,31050705,30985466.0
B03002_007E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,276.0,458804,458528.0
B03003_003E : B03003.  Hispanic or Latino Origin : Hispanic or Latino,77821.0,51444403,51366582.0
B03003_001E : B03003.  Hispanic or Latino Origin : Total:,204699.0,307727594,307522895.0
