Variable,3.000000 km,total,Beyond
B03002_008E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Some other race alone,137.0,688071,687934.0
B03002_006E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Asian alone,7533.0,14024878,14017345.0
B03002_016E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Asian alone,9.0,173029,173020.0
B03002_004E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Black or African American alone,58016.0,37126836,37068820.0
"B03002_021E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",76.0,1121553,1121477.0
B03002_018E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Some other race alone,4414.0,16311732,16307318.0
B03002_010E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race,76.0,248817,248741.0
B03002_002E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:,144578.0,256283191,256138613.0
B03002_012E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:,12508.0,51444403,51431895.0
B03002_014E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Black or African American alone,456.0,1126759,1126303.0
B03003_002E : B03003.  Hispanic or Latino Origin : Not Hispanic or Latino,144578.0,256283191,256138613.0
B03002_009E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:,2818.0,5329267,5326449.0
B03002_015E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!American Indian and Alaska Native alone,53.0,439048,438995.0
B03002_005E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!American Indian and Alaska Native alone,354.0,2048832,2048478.0
B03002_017E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,133.0,32970,32837.0
B03002_020E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races including Some other race,325.0,1188607,1188282.0
B03002_019E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:,401.0,2310160,2309759.0
B03002_003E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!White alone,75675.0,196606503,196530828.0
"B03002_011E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",2742.0,5080450,5077708.0
B03002_001E : B03002.  Hispanic or Latino by Race : Total:,157086.0,307727594,307570508.0
B03002_013E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!White alone,7042.0,31050705,31043663.0
B03002_007E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,45.0,458804,458759.0
B03003_003E : B03003.  Hispanic or Latino Origin : Hispanic or Latino,12508.0,51444403,51431895.0
B03003_001E : B03003.  Hispanic or Latino Origin : Total:,157086.0,307727594,307570508.0
