Variable,3.000000 km,total,Beyond
B03002_008E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Some other race alone,200.0,688071,687871.0
B03002_006E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Asian alone,3861.0,14024878,14021017.0
B03002_016E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Asian alone,113.0,173029,172916.0
B03002_004E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Black or African American alone,78224.0,37126836,37048612.0
"B03002_021E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",791.0,1121553,1120762.0
B03002_018E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Some other race alone,4538.0,16311732,16307194.0
B03002_010E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race,101.0,248817,248716.0
B03002_002E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:,220845.0,256283191,256062346.0
B03002_012E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:,17152.0,51444403,51427251.0
B03002_014E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Black or African American alone,975.0,1126759,1125784.0
B03003_002E : B03003.  Hispanic or Latino Origin : Not Hispanic or Latino,220845.0,256283191,256062346.0
B03002_009E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:,5017.0,5329267,5324250.0
B03002_015E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!American Indian and Alaska Native alone,174.0,439048,438874.0
B03002_005E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!American Indian and Alaska Native alone,746.0,2048832,2048086.0
B03002_017E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,0.0,32970,32970.0
B03002_020E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races including Some other race,262.0,1188607,1188345.0
B03002_019E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:,1053.0,2310160,2309107.0
B03002_003E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!White alone,132767.0,196606503,196473736.0
"B03002_011E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",4916.0,5080450,5075534.0
B03002_001E : B03002.  Hispanic or Latino by Race : Total:,237997.0,307727594,307489597.0
B03002_013E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!White alone,10299.0,31050705,31040406.0
B03002_007E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,30.0,458804,458774.0
B03003_003E : B03003.  Hispanic or Latino Origin : Hispanic or Latino,17152.0,51444403,51427251.0
B03003_001E : B03003.  Hispanic or Latino Origin : Total:,237997.0,307727594,307489597.0
