Variable,3.000000 km,total,Beyond
B03002_008E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Some other race alone,82.0,688071,687989.0
B03002_006E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Asian alone,1515.0,14024878,14023363.0
B03002_016E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Asian alone,7.0,173029,173022.0
B03002_004E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Black or African American alone,1161.0,37126836,37125675.0
"B03002_021E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",28.0,1121553,1121525.0
B03002_018E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Some other race alone,112.0,16311732,16311620.0
B03002_010E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race,61.0,248817,248756.0
B03002_002E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:,56531.0,256283191,256226660.0
B03002_012E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:,1085.0,51444403,51443318.0
B03002_014E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Black or African American alone,80.0,1126759,1126679.0
B03003_002E : B03003.  Hispanic or Latino Origin : Not Hispanic or Latino,56531.0,256283191,256226660.0
B03002_009E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:,1160.0,5329267,5328107.0
B03002_015E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!American Indian and Alaska Native alone,55.0,439048,438993.0
B03002_005E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!American Indian and Alaska Native alone,212.0,2048832,2048620.0
B03002_017E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,0.0,32970,32970.0
B03002_020E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races including Some other race,81.0,1188607,1188526.0
B03002_019E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:,109.0,2310160,2310051.0
B03002_003E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!White alone,52395.0,196606503,196554108.0
"B03002_011E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",1099.0,5080450,5079351.0
B03002_001E : B03002.  Hispanic or Latino by Race : Total:,57616.0,307727594,307669978.0
B03002_013E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!White alone,722.0,31050705,31049983.0
B03002_007E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,6.0,458804,458798.0
B03003_003E : B03003.  Hispanic or Latino Origin : Hispanic or Latino,1085.0,51444403,51443318.0
B03003_001E : B03003.  Hispanic or Latino Origin : Total:,57616.0,307727594,307669978.0
