Variable,3.000000 km,total,Beyond
B03002_008E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Some other race alone,109.0,688071,687962.0
B03002_006E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Asian alone,3170.0,14024878,14021708.0
B03002_016E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Asian alone,13.0,173029,173016.0
B03002_004E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Black or African American alone,16631.0,37126836,37110205.0
"B03002_021E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",61.0,1121553,1121492.0
B03002_018E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Some other race alone,546.0,16311732,16311186.0
B03002_010E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race,44.0,248817,248773.0
B03002_002E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:,91743.0,256283191,256191448.0
B03002_012E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:,3278.0,51444403,51441125.0
B03002_014E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Black or African American alone,209.0,1126759,1126550.0
B03003_002E : B03003.  Hispanic or Latino Origin : Not Hispanic or Latino,91743.0,256283191,256191448.0
B03002_009E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:,1799.0,5329267,5327468.0
B03002_015E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!American Indian and Alaska Native alone,13.0,439048,439035.0
B03002_005E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!American Indian and Alaska Native alone,475.0,2048832,2048357.0
B03002_017E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,65.0,32970,32905.0
B03002_020E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races including Some other race,67.0,1188607,1188540.0
B03002_019E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:,128.0,2310160,2310032.0
B03002_003E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!White alone,69434.0,196606503,196537069.0
"B03002_011E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",1755.0,5080450,5078695.0
B03002_001E : B03002.  Hispanic or Latino by Race : Total:,95021.0,307727594,307632573.0
B03002_013E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!White alone,2304.0,31050705,31048401.0
B03002_007E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,125.0,458804,458679.0
B03003_003E : B03003.  Hispanic or Latino Origin : Hispanic or Latino,3278.0,51444403,51441125.0
B03003_001E : B03003.  Hispanic or Latino Origin : Total:,95021.0,307727594,307632573.0
