P007008 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Some other race alone
3.000000 km,total
2298,447921

P007009 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Two or more races
3.000000 km,total
9978,5015633

P007002 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:
3.000000 km,total
418544,246233426

P007003 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  White alone
3.000000 km,total
348280,194552547

P007017 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Two or more races
3.000000 km,total
8664,2417868

P007001 : P7. Hispanic or Latino by Race [17] : Total population
3.000000 km,total
517534,285230516

P007006 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Asian alone
3.000000 km,total
14231,10070664

P007007 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone
3.000000 km,total
51,342801

P007004 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Black or African American alone
3.000000 km,total
42576,33712156

P007005 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  American Indian and Alaska Native alone
3.000000 km,total
1130,2091704

P007015 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone
3.000000 km,total
14,36407

P007013 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  American Indian and Alaska Native alone
3.000000 km,total
751,366617

P007014 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Asian alone
3.000000 km,total
106,109853

P007010 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:
3.000000 km,total
98990,38997090

P007011 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  White alone
3.000000 km,total
34891,19869287

P007012 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Black or African American alone
3.000000 km,total
4063,949257

P007016 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Some other race alone
3.000000 km,total
50501,15247801

